|OrderId|OrderDate |OrderAmount|SalePersone     |
|43,794 |2014-09-17|391.92     |Neville Hindley |
|43,795 |2014-09-17|1,885.75   |Lyndon Evershed |
|43,796 |2014-09-17|1,128.85   |Neville Hindley |
|43,797 |2014-09-18|1,172.35   |Lyndon Evershed |
|43,798 |2014-09-18|2,150.5    |Lyndon Evershed |
|43,799 |2014-09-18|1,121.75   |Lyndon Evershed |
|43,800 |2014-09-18|1,597.5    |Neville Hindley |
|43,801 |2014-09-18|910.38     |Neville Hindley |
|43,802 |2014-09-18|292        |Neville Hindley |
|43,803 |2014-09-18|890.4      |Lyndon Evershed |
|43,804 |2014-09-19|1,054.7    |Neville Hindley |
|43,805 |2014-09-19|112        |Neville Hindley |
|43,806 |2014-09-19|2,631      |Garth Evershed  |
|43,807 |2014-09-19|252.5      |Neville Hindley |
|43,808 |2014-09-19|631        |Garth Evershed  |
|43,809 |2014-09-19|600        |Garth Evershed  |
|43,810 |2014-09-19|554.5      |Garth Evershed  |
|43,811 |2014-09-19|817.6      |Lyndon Evershed |
|43,812 |2014-09-22|639.97     |Neville Hindley |
|43,813 |2014-09-22|1,016.5    |Neville Hindley |
|43,814 |2014-09-22|2,577.5    |Garth Evershed  |
|43,815 |2014-09-22|350        |Lyndon Evershed |
|43,816 |2014-09-22|1,013.21   |Lyndon Evershed |
|43,817 |2014-09-22|2,039.25   |Garth Evershed  |
|43,818 |2014-09-22|1,224      |Lyndon Evershed |
|43,819 |2014-09-23|1,453.5    |Lyndon Evershed |
|43,820 |2014-09-23|763.75     |Lyndon Evershed |
|43,821 |2014-09-23|694.98     |Garth Evershed  |
|43,822 |2014-09-23|603.5      |Lyndon Evershed |
|43,823 |2014-09-23|642        |Neville Hindley |
|43,824 |2014-09-23|1,500      |Neville Hindley |
|43,825 |2014-09-23|2,215      |Neville Hindley |
|43,826 |2014-09-23|396        |Lyndon Evershed |
|43,827 |2014-09-23|101.4      |Lyndon Evershed |
|43,828 |2014-09-24|2,679.36   |Neville Hindley |
|43,829 |2014-09-24|580        |Neville Hindley |
|43,830 |2014-09-24|3,000      |Garth Evershed  |
|43,831 |2014-09-24|2,099.35   |Garth Evershed  |
|43,832 |2014-09-24|1,247      |Neville Hindley |
|43,833 |2014-09-24|497.07     |Neville Hindley |
|43,834 |2014-09-24|1,181.25   |Lyndon Evershed |
|43,835 |2014-09-24|2,000      |Lyndon Evershed |
|43,836 |2014-09-24|361        |Neville Hindley |
|43,837 |2014-09-24|23,430     |Neville Hindley |
|43,838 |2014-09-25|532.9      |Neville Hindley |
|43,839 |2014-09-25|620        |Garth Evershed  |
|43,840 |2014-09-25|189        |Lyndon Evershed |
|43,841 |2014-09-25|1,851      |Lyndon Evershed |
|43,842 |2014-09-25|7,769.38   |Lyndon Evershed |
|43,843 |2014-09-25|737        |Garth Evershed  |
|43,844 |2014-09-25|91.18      |Lyndon Evershed |
|43,845 |2014-09-26|229        |Neville Hindley |
|43,846 |2014-09-26|715.7      |Garth Evershed  |
|43,847 |2014-09-26|1,616      |Lyndon Evershed |
|43,848 |2014-09-26|1,092      |Neville Hindley |
|43,849 |2014-09-26|1,798      |Lyndon Evershed |
|43,850 |2014-09-26|3,390      |Lyndon Evershed |
|43,851 |2014-09-26|1,929.4    |Lyndon Evershed |
|43,852 |2014-09-29|1,205      |Lyndon Evershed |
|43,853 |2014-09-29|700.5      |Lyndon Evershed |
|43,854 |2014-09-29|406        |Garth Evershed  |
|43,855 |2014-09-29|297.5      |Garth Evershed  |
|43,856 |2014-09-29|325        |Lyndon Evershed |
|43,857 |2014-09-29|312.5      |Lyndon Evershed |
|43,858 |2014-09-30|194        |Neville Hindley |
|43,859 |2014-09-30|970        |Neville Hindley |
|43,860 |2014-09-30|325.4      |Lyndon Evershed |
|43,861 |2014-09-30|1,682.5    |Garth Evershed  |
|43,862 |2014-09-30|1,765      |Lyndon Evershed |
|43,863 |2014-09-30|355        |Lyndon Evershed |
|43,864 |2014-09-30|10,627     |Neville Hindley |
|43,865 |2014-09-30|480        |Lyndon Evershed |
|43,866 |2014-09-30|1,299      |Lyndon Evershed |
|43,867 |2014-09-30|797        |Garth Evershed  |
|43,868 |2014-10-01|1,192      |Lyndon Evershed |
|43,869 |2014-10-01|1,356.4    |Lyndon Evershed |
|43,870 |2014-10-01|290        |Lyndon Evershed |
|43,871 |2014-10-01|1,986      |Lyndon Evershed |
|43,872 |2014-10-01|1,385.95   |Neville Hindley |
|43,873 |2014-10-01|3,729      |Lyndon Evershed |
|43,874 |2014-10-01|853.5      |Lyndon Evershed |
|43,875 |2014-10-01|2,072.5    |Garth Evershed  |
|43,876 |2014-10-01|9,979      |Lyndon Evershed |
|43,877 |2014-10-02|692        |Lyndon Evershed |
|43,878 |2014-10-02|5,273      |Garth Evershed  |
|43,879 |2014-10-02|2,439.25   |Neville Hindley |
|43,880 |2014-10-02|2,056.69   |Garth Evershed  |
|43,881 |2014-10-03|840        |Garth Evershed  |
|43,882 |2014-10-03|798.25     |Douglas Evershed|
|43,883 |2014-10-03|1,180      |Douglas Evershed|
|43,884 |2014-10-03|6,172.9    |Neville Hindley |
|43,885 |2014-10-03|1,403.93   |Neville Hindley |
|43,886 |2014-10-03|251.5      |Lyndon Evershed |
|43,887 |2014-10-03|267.5      |Lyndon Evershed |
|43,888 |2014-10-03|151        |Lyndon Evershed |
|43,889 |2014-10-03|1,340      |Lyndon Evershed |
|43,890 |2014-10-03|439.1      |Lyndon Evershed |
|43,891 |2014-10-03|649        |Lyndon Evershed |
|43,892 |2014-10-03|526        |Garth Evershed  |
|43,893 |2014-10-06|597.5      |Lyndon Evershed |
|43,894 |2014-10-06|400        |Neville Hindley |
|43,895 |2014-10-06|9,386.34   |Neville Hindley |
|43,896 |2014-10-06|311.87     |Neville Hindley |
|43,897 |2014-10-06|245.5      |Lyndon Evershed |
|43,898 |2014-10-07|492.5      |Lyndon Evershed |
|43,899 |2014-10-07|12,134     |Garth Evershed  |
|43,900 |2014-10-07|239        |Lyndon Evershed |
|43,901 |2014-10-07|359.5      |Lyndon Evershed |
|43,902 |2014-10-07|811.5      |Lyndon Evershed |
|43,903 |2014-10-07|679        |Lyndon Evershed |
|43,904 |2014-10-07|1,945      |Lyndon Evershed |
|43,905 |2014-10-08|17,750.75  |Neville Hindley |
|43,906 |2014-10-08|21,147.11  |Garth Evershed  |
|43,907 |2014-10-08|4,131.2    |Garth Evershed  |
|43,908 |2014-10-08|599.23     |Lyndon Evershed |
|43,909 |2014-10-08|1,048.76   |Neville Hindley |
|43,910 |2014-10-08|1,327.41   |Lyndon Evershed |
|43,911 |2014-10-09|817        |Neville Hindley |
|43,912 |2014-10-09|4,375      |Neville Hindley |
|43,913 |2014-10-09|844.5      |Lyndon Evershed |
|43,914 |2014-10-09|369        |Garth Evershed  |
|43,915 |2014-10-09|1,976      |Lyndon Evershed |
|43,916 |2014-10-09|1,620      |Neville Hindley |
|43,917 |2014-10-09|1,377.55   |Neville Hindley |
|43,918 |2014-10-09|1,974.75   |Garth Evershed  |
|43,919 |2014-10-09|539.25     |Garth Evershed  |
|43,920 |2014-10-09|680        |Neville Hindley |
|43,921 |2014-10-09|0          |Garth Evershed  |
|43,922 |2014-10-10|1,142.39   |Lyndon Evershed |
|43,923 |2014-10-10|676.5      |Neville Hindley |
|43,924 |2014-10-10|400.15     |Garth Evershed  |
|43,925 |2014-10-10|987.2      |Neville Hindley |
|43,926 |2014-10-10|1,416.09   |Neville Hindley |
|43,927 |2014-10-10|320.9      |Lyndon Evershed |
|43,928 |2014-10-10|990        |Neville Hindley |
|43,929 |2014-10-10|1,740      |Neville Hindley |
|43,930 |2014-10-10|9,000      |Neville Hindley |
|43,931 |2014-10-10|0          |Garth Evershed  |
|43,932 |2014-10-13|2,679.14   |Neville Hindley |
|43,933 |2014-10-13|923        |Neville Hindley |
|43,934 |2014-10-13|3,560      |Garth Evershed  |
|43,935 |2014-10-13|330.5      |Lyndon Evershed |
|43,936 |2014-10-14|1,078.5    |Lyndon Evershed |
|43,937 |2014-10-14|1,033      |Lyndon Evershed |
|43,938 |2014-10-14|2,873      |Lyndon Evershed |
|43,939 |2014-10-15|2,269.5    |Lyndon Evershed |
|43,940 |2014-10-15|3,410.12   |Neville Hindley |
|43,941 |2014-10-15|519.21     |Lyndon Evershed |
|43,942 |2014-10-16|232.95     |Lyndon Evershed |
|43,943 |2014-10-16|828        |Neville Hindley |
|43,944 |2014-10-16|876        |Lyndon Evershed |
|43,945 |2014-10-16|4,422.84   |Lyndon Evershed |
|43,946 |2014-10-17|3,532      |Lyndon Evershed |
|43,947 |2014-10-17|274.99     |Neville Hindley |
|43,948 |2014-10-17|361        |Lyndon Evershed |
|43,949 |2014-10-17|309.92     |Garth Evershed  |
|43,950 |2014-10-17|0          |Douglas Evershed|
|43,951 |2014-10-17|14,375.1   |Neville Hindley |
|43,952 |2014-10-17|444        |Neville Hindley |
|43,953 |2014-10-17|46,860     |Lyndon Evershed |
|43,954 |2014-10-20|653.5      |Lyndon Evershed |
|43,955 |2014-10-20|252.5      |Lyndon Evershed |
|43,956 |2014-10-20|564.6      |Lyndon Evershed |
|43,957 |2014-10-20|339        |Lyndon Evershed |
|43,958 |2014-10-20|1,195.95   |Neville Hindley |
|43,959 |2014-10-20|2,946.5    |Lyndon Evershed |
|43,960 |2014-10-20|340.18     |Garth Evershed  |
|43,961 |2014-10-20|362        |Lyndon Evershed |
|43,962 |2014-10-20|1,490      |Neville Hindley |
|43,963 |2014-10-20|12,480     |Garth Evershed  |
|43,964 |2014-10-20|362        |Lyndon Evershed |
|43,965 |2014-10-20|1,424.5    |Lyndon Evershed |
|43,966 |2014-10-20|871        |Lyndon Evershed |
|43,967 |2014-10-20|330.5      |Lyndon Evershed |
|43,968 |2014-10-20|417        |Garth Evershed  |
|43,969 |2014-10-21|496.54     |Neville Hindley |
|43,970 |2014-10-21|2,077      |Lyndon Evershed |
|43,971 |2014-10-21|2,492      |Lyndon Evershed |
|43,972 |2014-10-21|3,362      |Lyndon Evershed |
|43,973 |2014-10-21|403.52     |Lyndon Evershed |
|43,974 |2014-10-21|1,034      |Lyndon Evershed |
|43,975 |2014-10-21|236.5      |Lyndon Evershed |
|43,976 |2014-10-21|283        |Neville Hindley |
|43,977 |2014-10-21|600        |Douglas Evershed|
|43,978 |2014-10-21|2,845      |Neville Hindley |
|43,979 |2014-10-22|1,904      |Lyndon Evershed |
|43,980 |2014-10-22|670        |Lyndon Evershed |
|43,981 |2014-10-22|1,650      |Lyndon Evershed |
|43,982 |2014-10-22|2,942      |Neville Hindley |
|43,983 |2014-10-22|636        |Lyndon Evershed |
|43,984 |2014-10-22|1,184.75   |Garth Evershed  |
|43,985 |2014-10-23|901.8      |Neville Hindley |
|43,986 |2014-10-23|450        |Lyndon Evershed |
|43,987 |2014-10-23|476.5      |Garth Evershed  |
|43,988 |2014-10-23|774.8      |Douglas Evershed|
|43,989 |2014-10-23|717.97     |Garth Evershed  |
|43,990 |2014-10-23|371.5      |Garth Evershed  |
|43,991 |2014-10-23|406        |Lyndon Evershed |
|43,992 |2014-10-23|1,662.5    |Neville Hindley |
|43,993 |2014-10-24|1,490      |Neville Hindley |
|43,994 |2014-10-24|407        |Garth Evershed  |
|43,995 |2014-10-24|452.72     |Lyndon Evershed |
|43,996 |2014-10-24|1,250      |Lyndon Evershed |
|43,997 |2014-10-24|13,002.1   |Garth Evershed  |
|43,998 |2014-10-24|455.5      |Garth Evershed  |
|43,999 |2014-10-24|5,760      |Lyndon Evershed |
|44,000 |2014-10-24|781.57     |Neville Hindley |
|44,001 |2014-10-27|599.5      |Garth Evershed  |
|44,002 |2014-10-27|392.56     |Neville Hindley |
|44,003 |2014-10-27|1,980      |Neville Hindley |
|44,004 |2014-10-28|153.2      |Lyndon Evershed |
|44,005 |2014-10-28|327.5      |Neville Hindley |
|44,006 |2014-10-28|250.5      |Lyndon Evershed |
|44,007 |2014-10-28|677.96     |Lyndon Evershed |
|44,008 |2014-10-28|538.39     |Neville Hindley |
|44,009 |2014-10-28|575        |Lyndon Evershed |
|44,010 |2014-10-28|455.12     |Lyndon Evershed |
|44,011 |2014-10-28|2,499      |Neville Hindley |
|44,012 |2014-10-28|13,011.03  |Garth Evershed  |
|44,013 |2014-10-28|1,320      |Lyndon Evershed |
|44,014 |2014-10-28|272.75     |Lyndon Evershed |
|44,015 |2014-10-29|223.5      |Lyndon Evershed |
|44,016 |2014-10-29|2,745.5    |Neville Hindley |
|44,017 |2014-10-29|741        |Neville Hindley |
|44,018 |2014-10-29|1,311.96   |Lyndon Evershed |
|44,019 |2014-10-29|1,062      |Lyndon Evershed |
|44,020 |2014-10-29|341        |Lyndon Evershed |
|44,021 |2014-10-30|2,010      |Lyndon Evershed |
|44,022 |2014-10-30|1,367.5    |Neville Hindley |
|44,023 |2014-10-30|288        |Lyndon Evershed |
|44,024 |2014-10-30|3,455      |Neville Hindley |
|44,025 |2014-10-30|1,497      |Douglas Evershed|
|44,026 |2014-10-30|1,986      |Lyndon Evershed |
|44,027 |2014-10-30|1,017.5    |Neville Hindley |
|44,028 |2014-10-30|312.36     |Lyndon Evershed |
|44,029 |2014-10-30|379        |Lyndon Evershed |
|44,030 |2014-10-30|0          |Garth Evershed  |
|44,031 |2014-10-31|2,915.25   |Lyndon Evershed |
|44,032 |2014-10-31|919.5      |Neville Hindley |
|44,033 |2014-10-31|2,184.32   |Lyndon Evershed |
|44,034 |2014-10-31|514        |Lyndon Evershed |
|44,035 |2014-10-31|694        |Lyndon Evershed |
|44,036 |2014-10-31|780        |Neville Hindley |
|44,037 |2014-10-31|469.7      |Lyndon Evershed |
|44,038 |2014-10-31|960        |Garth Evershed  |
|44,039 |2014-11-01|501.6      |Neville Hindley |
|44,040 |2014-11-03|261.5      |Lyndon Evershed |
|44,041 |2014-11-03|152        |Lyndon Evershed |
|44,042 |2014-11-03|1,310      |Neville Hindley |
|44,043 |2014-11-03|1,524      |Douglas Evershed|
|44,044 |2014-11-03|836.22     |Lyndon Evershed |
|44,045 |2014-11-03|890        |Neville Hindley |
|44,046 |2014-11-03|1,720      |Lyndon Evershed |
|44,047 |2014-11-03|2,069      |Lyndon Evershed |
|44,048 |2014-11-04|469        |Neville Hindley |
|44,049 |2014-11-04|650        |Garth Evershed  |
|44,050 |2014-11-04|382        |Lyndon Evershed |
|44,051 |2014-11-04|394.68     |Neville Hindley |
|44,052 |2014-11-04|990        |Neville Hindley |
|44,053 |2014-11-04|1,361.35   |Lyndon Evershed |
|44,054 |2014-11-04|1,238      |Neville Hindley |
|44,055 |2014-11-06|3,450      |Lyndon Evershed |
|44,056 |2014-11-06|216.32     |Garth Evershed  |
|44,057 |2014-11-06|225        |Neville Hindley |
|44,058 |2014-11-06|853.5      |Neville Hindley |
|44,059 |2014-11-06|859        |Neville Hindley |
|44,060 |2014-11-06|-865       |Neville Hindley |
|44,061 |2014-11-06|253.5      |Neville Hindley |
|44,062 |2014-11-06|545        |Douglas Evershed|
|44,063 |2014-11-06|229.9      |Lyndon Evershed |
|44,064 |2014-11-06|1,469.9    |Lyndon Evershed |
|44,065 |2014-11-06|322.5      |Neville Hindley |
|44,066 |2014-11-07|3,603.92   |Lyndon Evershed |
|44,067 |2014-11-07|1,043      |Lyndon Evershed |
|44,068 |2014-11-07|297        |Neville Hindley |
|44,069 |2014-11-07|250        |Neville Hindley |
|44,070 |2014-11-10|737        |Lyndon Evershed |
|44,071 |2014-11-10|486.5      |Lyndon Evershed |
|44,072 |2014-11-10|11,195     |Lyndon Evershed |
|44,073 |2014-11-10|1,064      |Lyndon Evershed |
|44,074 |2014-11-10|2,225      |Garth Evershed  |
|44,075 |2014-11-10|726.14     |Neville Hindley |
|44,076 |2014-11-10|1,740      |Neville Hindley |
|44,077 |2014-11-10|1,990      |Douglas Evershed|
|44,078 |2014-11-10|514.6      |Lyndon Evershed |
|44,079 |2014-11-11|803.5      |Neville Hindley |
|44,080 |2014-11-11|432.5      |Lyndon Evershed |
|44,081 |2014-11-11|209.65     |Lyndon Evershed |
|44,082 |2014-11-11|219.75     |Lyndon Evershed |
|44,083 |2014-11-11|730.5      |Neville Hindley |
|44,084 |2014-11-11|1,739      |Neville Hindley |
|44,085 |2014-11-11|2,021      |Neville Hindley |
|44,086 |2014-11-11|898        |Lyndon Evershed |
|44,087 |2014-11-11|372.5      |Lyndon Evershed |
|44,088 |2014-11-11|944.5      |Lyndon Evershed |
|44,089 |2014-11-11|456.7      |Lyndon Evershed |
|44,090 |2014-11-11|1,627      |Lyndon Evershed |
|44,091 |2014-11-12|234.4      |Neville Hindley |
|44,092 |2014-11-12|5,223      |Lyndon Evershed |
|44,093 |2014-11-12|1,064.5    |Lyndon Evershed |
|44,094 |2014-11-12|221.5      |Lyndon Evershed |
|44,095 |2014-11-12|252.5      |Lyndon Evershed |
|44,096 |2014-11-12|1,995      |Lyndon Evershed |
|44,097 |2014-11-12|1,287.75   |Neville Hindley |
|44,098 |2014-11-12|288        |Neville Hindley |
|44,099 |2014-11-12|742.5      |Neville Hindley |
|44,100 |2014-11-12|416        |Harvey Lock     |
|44,101 |2014-11-12|1,130.9    |Lyndon Evershed |
|44,102 |2014-11-12|3,341.5    |Garth Evershed  |
|44,103 |2014-11-13|1,220.4    |Neville Hindley |
|44,104 |2014-11-13|250        |Garth Evershed  |
|44,105 |2014-11-13|4,464.2    |Lyndon Evershed |
|44,106 |2014-11-13|4,857      |Lyndon Evershed |
|44,107 |2014-11-13|344        |Neville Hindley |
|44,108 |2014-11-13|6,105      |Neville Hindley |
|44,109 |2014-11-14|381.5      |Neville Hindley |
|44,110 |2014-11-14|779        |Lyndon Evershed |
|44,111 |2014-11-14|2,177      |Lyndon Evershed |
|44,112 |2014-11-14|446.88     |Harvey Lock     |
|44,113 |2014-11-14|363.5      |Lyndon Evershed |
|44,114 |2014-11-14|162.48     |Garth Evershed  |
|44,115 |2014-11-14|65,000     |Garth Evershed  |
|44,116 |2014-11-17|562.5      |Garth Evershed  |
|44,117 |2014-11-17|1,160      |Neville Hindley |
|44,118 |2014-11-17|854        |Garth Evershed  |
|44,119 |2014-11-17|230.5      |Neville Hindley |
|44,120 |2014-11-17|216.75     |Neville Hindley |
|44,121 |2014-11-17|650.06     |Neville Hindley |
|44,122 |2014-11-17|380.75     |Neville Hindley |
|44,123 |2014-11-18|257.5      |Lyndon Evershed |
|44,124 |2014-11-18|205.43     |Neville Hindley |
|44,125 |2014-11-18|1,746.75   |Lyndon Evershed |
|44,126 |2014-11-18|295        |Lyndon Evershed |
|44,127 |2014-11-18|980        |Lyndon Evershed |
|44,128 |2014-11-18|241.75     |Lyndon Evershed |
|44,129 |2014-11-18|970.6      |Lyndon Evershed |
|44,130 |2014-11-19|599.5      |Lyndon Evershed |
|44,131 |2014-11-19|252.5      |Neville Hindley |
|44,132 |2014-11-19|354.4      |Garth Evershed  |
|44,133 |2014-11-19|360        |Lyndon Evershed |
|44,134 |2014-11-19|1,722      |Neville Hindley |
|44,135 |2014-11-19|536        |Garth Evershed  |
|44,136 |2014-11-19|3,120      |Neville Hindley |
|44,137 |2014-11-20|207.5      |Garth Evershed  |
|44,138 |2014-11-20|480        |Lyndon Evershed |
|44,139 |2014-11-20|3,072.95   |Garth Evershed  |
|44,140 |2014-11-20|2,188.16   |Lyndon Evershed |
|44,141 |2014-11-21|503        |Neville Hindley |
|44,142 |2014-11-21|384.84     |Lyndon Evershed |
|44,143 |2014-11-21|538        |Garth Evershed  |
|44,144 |2014-11-21|255        |Neville Hindley |
|44,145 |2014-11-21|400        |Garth Evershed  |
|44,146 |2014-11-21|2,450      |Lyndon Evershed |
|44,147 |2014-11-21|1,855      |Neville Hindley |
|44,148 |2014-11-21|670        |Lyndon Evershed |
|44,149 |2014-11-24|85         |Neville Hindley |
|44,150 |2014-11-24|367        |Lyndon Evershed |
|44,151 |2014-11-24|1,157      |Neville Hindley |
|44,152 |2014-11-24|468.5      |Neville Hindley |
|44,153 |2014-11-24|250        |Neville Hindley |
|44,154 |2014-11-24|501.76     |Neville Hindley |
|44,155 |2014-11-24|1,383.75   |Lyndon Evershed |
|44,156 |2014-11-24|1,225.67   |Neville Hindley |
|44,157 |2014-11-25|1,238      |Neville Hindley |
|44,158 |2014-11-25|450        |Neville Hindley |
|44,159 |2014-11-25|3,695.94   |Neville Hindley |
|44,160 |2014-11-25|2,621      |Lyndon Evershed |
|44,161 |2014-11-25|3,478.5    |Neville Hindley |
|44,162 |2014-11-25|1,194.5    |Lyndon Evershed |
|44,163 |2014-11-25|544.5      |Neville Hindley |
|44,164 |2014-11-25|106.39     |Neville Hindley |
|44,165 |2014-11-25|1,600      |Lyndon Evershed |
|44,166 |2014-11-25|6,649.96   |Neville Hindley |
|44,167 |2014-11-26|2,313.13   |Neville Hindley |
|44,168 |2014-11-26|599.96     |Lyndon Evershed |
|44,169 |2014-11-26|3,440      |Neville Hindley |
|44,170 |2014-11-26|1,448      |Neville Hindley |
|44,171 |2014-11-26|943.5      |Lyndon Evershed |
|44,172 |2014-11-26|664.5      |Neville Hindley |
|44,173 |2014-11-26|8,180      |Neville Hindley |
|44,174 |2014-11-26|269        |Neville Hindley |
|44,175 |2014-11-26|614.6      |Lyndon Evershed |
|44,176 |2014-11-27|157.95     |Neville Hindley |
|44,177 |2014-11-27|1,434.33   |Neville Hindley |
|44,178 |2014-11-27|349        |Neville Hindley |
|44,179 |2014-11-27|419.2      |Lyndon Evershed |
|44,180 |2014-11-27|1,200      |Lyndon Evershed |
|44,181 |2014-11-27|171        |Neville Hindley |
|44,182 |2014-11-27|1,676.4    |Lyndon Evershed |
|44,183 |2014-11-28|4,560      |Neville Hindley |
|44,184 |2014-11-28|325        |Lyndon Evershed |
|44,185 |2014-11-28|2,556      |Lyndon Evershed |
|44,186 |2014-11-28|835        |Neville Hindley |
|44,187 |2014-11-28|205.35     |Lyndon Evershed |
|44,188 |2014-11-28|872.7      |Neville Hindley |
|44,189 |2014-11-28|1,829      |Lyndon Evershed |
|44,190 |2014-11-28|49,639.2   |Garth Evershed  |
|44,191 |2014-11-28|2,747.75   |Lyndon Evershed |
|44,192 |2014-12-01|1,234.75   |Lyndon Evershed |
|44,193 |2014-12-01|330.5      |Lyndon Evershed |
|44,194 |2014-12-01|310.7      |Neville Hindley |
|44,195 |2014-12-01|2,842      |Neville Hindley |
|44,196 |2014-12-02|498        |Neville Hindley |
|44,197 |2014-12-02|1,197      |Neville Hindley |
|44,198 |2014-12-02|249.33     |Neville Hindley |
|44,199 |2014-12-02|9,126      |Lyndon Evershed |
|44,200 |2014-12-02|22,375     |Neville Hindley |
|44,201 |2014-12-03|3,565      |Neville Hindley |
|44,202 |2014-12-03|1,215      |Lyndon Evershed |
|44,203 |2014-12-04|451.7      |Neville Hindley |
|44,204 |2014-12-04|465        |Lyndon Evershed |
|44,205 |2014-12-04|785.3      |Lyndon Evershed |
|44,206 |2014-12-04|591        |Lyndon Evershed |
|44,207 |2014-12-04|133.25     |Lyndon Evershed |
|44,208 |2014-12-04|8,032.52   |Lyndon Evershed |
|44,209 |2014-12-04|1,630.35   |Lyndon Evershed |
|44,210 |2014-12-04|1,595.5    |Lyndon Evershed |
|44,211 |2014-12-04|890        |Lyndon Evershed |
|44,212 |2014-12-05|507.5      |Neville Hindley |
|44,213 |2014-12-05|756.5      |Neville Hindley |
|44,214 |2014-12-05|586        |Lyndon Evershed |
|44,215 |2014-12-05|11,060.96  |Lyndon Evershed |
|44,216 |2014-12-05|1,499.5    |Lyndon Evershed |
|44,217 |2014-12-08|483.5      |Neville Hindley |
|44,218 |2014-12-08|546.5      |Garth Evershed  |
|44,219 |2014-12-08|3,692      |Lyndon Evershed |
|44,220 |2014-12-08|315        |Lyndon Evershed |
|44,221 |2014-12-09|14,692.76  |Lyndon Evershed |
|44,222 |2014-12-09|1,339      |Lyndon Evershed |
|44,223 |2014-12-09|3,531.25   |Neville Hindley |
|44,224 |2014-12-09|575        |Garth Evershed  |
|44,225 |2014-12-09|320        |Lyndon Evershed |
|44,226 |2014-12-09|424.7      |Lyndon Evershed |
|44,227 |2014-12-10|411        |Lyndon Evershed |
|44,228 |2014-12-10|239.75     |Lyndon Evershed |
|44,229 |2014-12-10|291.9      |Lyndon Evershed |
|44,230 |2014-12-10|407.7      |Neville Hindley |
|44,231 |2014-12-10|1,991.5    |Lyndon Evershed |
|44,232 |2014-12-11|330.5      |Lyndon Evershed |
|44,233 |2014-12-11|7,385.56   |Lyndon Evershed |
|44,234 |2014-12-11|258        |Garth Evershed  |
|44,235 |2014-12-11|13,600     |Garth Evershed  |
|44,236 |2014-12-11|1,464      |Garth Evershed  |
|44,237 |2014-12-11|1,063.5    |Lyndon Evershed |
|44,238 |2014-12-11|769        |Lyndon Evershed |
|44,239 |2014-12-12|526.25     |Neville Hindley |
|44,240 |2014-12-12|2,610.5    |Neville Hindley |
|44,241 |2014-12-12|5,382      |Garth Evershed  |
|44,242 |2014-12-15|5,308      |Lyndon Evershed |
|44,243 |2014-12-15|486.2      |Lyndon Evershed |
|44,244 |2014-12-15|268.5      |Neville Hindley |
|44,245 |2014-12-15|311.5      |Lyndon Evershed |
|44,246 |2014-12-15|326        |Neville Hindley |
|44,247 |2014-12-15|1,922.15   |Lyndon Evershed |
|44,248 |2014-12-15|438        |Lyndon Evershed |
|44,249 |2014-12-16|90         |Garth Evershed  |
|44,250 |2014-12-16|1,680      |Neville Hindley |
|44,251 |2014-12-16|300        |Garth Evershed  |
|44,252 |2014-12-16|1,481.75   |Neville Hindley |
|44,253 |2014-12-16|3,532.72   |Lyndon Evershed |
|44,254 |2014-12-17|445.5      |Garth Evershed  |
|44,255 |2014-12-17|374.07     |Neville Hindley |
|44,256 |2014-12-18|599.6      |Lyndon Evershed |
|44,257 |2014-12-19|947.52     |Lyndon Evershed |
|44,258 |2014-12-19|680.5      |Lyndon Evershed |
|44,259 |2014-12-19|2,995      |Neville Hindley |
|44,260 |2014-12-22|3,063.4    |Lyndon Evershed |
|44,261 |2014-12-22|3,322.5    |Neville Hindley |
|44,262 |2014-12-23|14,488     |Lyndon Evershed |
|44,263 |2014-12-24|1,181      |Lyndon Evershed |
|44,264 |2015-01-05|1,940.5    |Neville Hindley |
|44,265 |2015-01-05|254.25     |Lyndon Evershed |
|44,266 |2015-01-05|1,422.9    |Neville Hindley |
|44,267 |2015-01-05|3,578      |Neville Hindley |
|44,268 |2015-01-06|417        |Lyndon Evershed |
|44,269 |2015-01-06|1,938      |Lyndon Evershed |
|44,270 |2015-01-06|255.32     |Neville Hindley |
|44,271 |2015-01-06|742        |Garth Evershed  |
|44,272 |2015-01-06|788.7      |Garth Evershed  |
|44,273 |2015-01-08|1,343      |Lyndon Evershed |
|44,274 |2015-01-08|1,580      |Lyndon Evershed |
|44,275 |2015-01-08|412        |Douglas Evershed|
|44,276 |2015-01-08|347.85     |Neville Hindley |
|44,277 |2015-01-08|1,495.7    |Neville Hindley |
|44,278 |2015-01-08|148.5      |Lyndon Evershed |
|44,279 |2015-01-08|5,640      |Lyndon Evershed |
|44,280 |2015-01-08|880.5      |Garth Evershed  |
|44,281 |2015-01-08|682.4      |Lyndon Evershed |
|44,282 |2015-01-08|250        |Douglas Evershed|
|44,283 |2015-01-08|492        |Neville Hindley |
|44,284 |2015-01-09|513.5      |Lyndon Evershed |
|44,285 |2015-01-09|1,076      |Neville Hindley |
|44,286 |2015-01-09|950.5      |Lyndon Evershed |
|44,287 |2015-01-09|410        |Douglas Evershed|
|44,288 |2015-01-09|2,732.5    |Lyndon Evershed |
|44,289 |2015-01-12|253.5      |Lyndon Evershed |
|44,290 |2015-01-12|1,683.36   |Lyndon Evershed |
|44,291 |2015-01-12|1,087      |Garth Evershed  |
